20,70.0
21,70.0
22,70.0
24,70.0
25,70.0
27,70.0
28,70.0
30,70.0
32,70.0
34,70.0
36,70.0
38,70.0
40,70.0
42,69.86
45,69.72
48,69.57
50,69.43
53,69.29
57,69.15
60,69.0
63,68.92
67,68.83
71,68.75
76,68.67
80,68.58
85,68.5
90,68.42
95,68.33
101,68.25
107,68.17
113,68.08
120,68.0
127,67.89
135,67.78
143,67.66
151,67.55
160,67.44
170,67.32
180,67.21
190,67.1
202,66.97
214,66.77
226,66.56
240,66.35
254,66.15
269,65.94
285,65.73
302,65.53
320,65.32
339,65.11
359,64.96
381,64.88
403,64.8
427,64.72
453,64.64
479,64.56
508,64.48
538,64.39
570,64.3
604,64.22
640,64.13
678,64.05
718,64.0
761,64.0
806,64.0
854,64.0
905,64.0
959,64.0
1016,64.06
1076,64.27
1140,64.49
1208,64.7
1280,64.91
1356,65.13
1437,65.34
1522,65.55
1613,65.75
1709,65.95
1810,66.15
1918,66.35
2032,66.52
2153,66.59
2281,66.66
2416,66.73
2560,66.8
2712,66.86
2874,66.86
3044,66.59
3225,65.61
3417,64.12
3620,62.25
3836,60.61
4064,59.98
4305,60.59
4561,61.79
4833,62.84
5120,63.36
5424,63.42
5747,63.3
6089,63.26
6451,63.55
6834,64.46
7241,65.83
7671,66.91
8127,66.91
8611,65.73
9123,63.85
9665,62.15
10240,61.07
10849,60.53
11494,60.28
12177,60.13
12902,60.02
13669,59.76
14482,59.48
15343,59.2
16255,58.93
17222,58.67
18246,58.41
19331,58.15
