20,74.5
21,74.5
22,74.5
24,74.5
25,74.5
27,74.5
28,74.5
30,74.5
32,74.5
34,74.5
36,74.38
38,74.16
40,73.93
42,73.71
45,73.48
48,73.26
50,73.03
53,72.81
57,72.58
60,72.35
63,72.13
67,71.9
71,71.68
76,71.45
80,71.23
85,71.0
90,70.77
95,70.55
101,70.32
107,70.1
113,69.8
120,69.45
127,69.09
135,68.74
143,68.38
151,68.03
160,67.67
170,67.32
180,66.97
190,66.61
202,66.26
214,65.9
226,65.55
240,65.19
254,64.84
269,64.49
285,64.13
302,63.78
320,63.51
339,63.54
359,63.58
381,63.62
403,63.65
427,63.69
453,63.72
479,63.76
508,63.79
538,63.83
570,63.87
604,63.9
640,63.94
678,63.97
718,64.08
761,64.37
806,64.66
854,64.95
905,65.24
959,65.53
1016,65.82
1076,66.11
1140,66.4
1208,66.69
1280,66.98
1356,67.27
1437,67.56
1522,67.85
1613,68.14
1709,68.43
1810,68.6
1918,68.73
2032,68.86
2153,68.99
2281,69.11
2416,69.24
2560,69.37
2712,69.5
2874,69.63
3044,69.76
3225,69.89
3417,70.02
3620,70.15
3836,70.27
4064,70.4
4305,70.37
4561,69.84
4833,69.31
5120,68.78
5424,68.26
5747,67.73
6089,67.2
6451,66.67
6834,66.14
7241,65.62
7671,65.09
8127,64.12
8611,63.07
9123,62.01
9665,60.95
10240,59.9
10849,58.84
11494,57.79
12177,56.73
12902,55.68
13669,54.62
14482,54.0
15343,54.0
16255,54.0
17222,54.0
18246,54.0
19331,54.0
